run,qid,problem_number,submitted,expected,correct,status,verified,loops,turns,time_taken_seconds,sum_turn_wall_seconds,total_tokens,peer_validation_status,open_objections,athena_candidate,athena_confidence,aria_candidate,aria_confidence,artemis_candidate,artemis_confidence,athena_tokens,aria_tokens,artemis_tokens,payload_path,transcript_path
AIME-2026_export_full_dataset_30q_20260428-022518,aime2025_20,20,190,190,True,closed_out_simple_answer_arbitration,true,1,12,301.0077,300.4128,123833,answer_aligned_waiting_confidence,All three models have not yet supplied confidence strictly above 85.,190,95,190,100,190,100,18781,41207,63845,N:\Research\colab_outputs\AIME-2026_export_full_dataset_30q_20260428-022518\result_payloads\aime2025_20.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_full_dataset_30q_20260428-022518/transcripts/aime2025_20.txt
AIME-2026_export_explicit_problem_indices_3q_20260429-021145,aime2025_21,21,50,50,True,closed_out_simple_answer_arbitration,true,1,12,902.7905,887.0802,2223966,answer_aligned_waiting_confidence,All three models have not yet supplied confidence strictly above 85.,50,100,50,100,50,100,449716,566530,1207720,N:\Research\colab_outputs\AIME-2026_export_explicit_problem_indices_3q_20260429-021145\result_payloads\aime2025_21.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_explicit_problem_indices_3q_20260429-021145/transcripts/aime2025_21.txt
AIME-2026_export_explicit_problem_indices_5q_20260427-200856,aime2025_21,21,37,50,False,closed_out_simple_answer_arbitration,true,1,12,286.3699,285.8024,116816,disagreement_open,Aria and Artemis final reports are not yet distinct enough to count as independent proof-vs-audit validation. | Athena does not yet have an exact integer candidate.,37,100,none,0,37,0,18878,39207,58731,N:\Research\colab_outputs\AIME-2026_export_explicit_problem_indices_5q_20260427-200856\result_payloads\aime2025_21.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_explicit_problem_indices_5q_20260427-200856/transcripts/aime2025_21.txt
AIME-2026_export_full_dataset_30q_20260428-022518,aime2025_21,21,18,50,False,closed_out_simple_answer_arbitration,true,1,11,354.3951,353.8355,115795,peer_aligned_waiting_athena,Athena does not yet have an exact integer candidate.,18,100,18,100,18,92,23951,40928,50916,N:\Research\colab_outputs\AIME-2026_export_full_dataset_30q_20260428-022518\result_payloads\aime2025_21.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_full_dataset_30q_20260428-022518/transcripts/aime2025_21.txt
AIME-2026_export_explicit_problem_indices_5q_20260427-200856,aime2025_22,22,754,754,True,closed_out_simple_answer_arbitration,true,1,12,415.823,415.182,132885,confidence_aligned,,754,100,754,99,754,99,25610,37751,69524,N:\Research\colab_outputs\AIME-2026_export_explicit_problem_indices_5q_20260427-200856\result_payloads\aime2025_22.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_explicit_problem_indices_5q_20260427-200856/transcripts/aime2025_22.txt
AIME-2026_export_full_dataset_30q_20260428-022518,aime2025_22,22,754,754,True,closed_out_simple_answer_arbitration,true,1,12,419.6676,418.906,153697,answer_aligned_waiting_confidence,All three models have not yet supplied confidence strictly above 85.,754,98,754,98,754,98,19514,51403,82780,N:\Research\colab_outputs\AIME-2026_export_full_dataset_30q_20260428-022518\result_payloads\aime2025_22.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_full_dataset_30q_20260428-022518/transcripts/aime2025_22.txt
AIME-2026_export_explicit_problem_indices_5q_20260427-200856,aime2025_23,23,245,245,True,closed_out_simple_answer_arbitration,true,1,12,409.0882,408.447,148306,peer_aligned_waiting_athena,Athena does not yet have an exact integer candidate.,245,100,245,95,245,98,18975,53193,76138,N:\Research\colab_outputs\AIME-2026_export_explicit_problem_indices_5q_20260427-200856\result_payloads\aime2025_23.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_explicit_problem_indices_5q_20260427-200856/transcripts/aime2025_23.txt
AIME-2026_export_full_dataset_30q_20260428-022518,aime2025_23,23,125,245,False,closed_out_simple_answer_arbitration,true,1,12,592.7144,591.9533,172481,disagreement_open,Aria and Artemis final reports are not yet distinct enough to count as independent proof-vs-audit validation. | Athena does not yet have an exact integer candidate.,125,95,none,0,none,0,33967,51886,86628,N:\Research\colab_outputs\AIME-2026_export_full_dataset_30q_20260428-022518\result_payloads\aime2025_23.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_full_dataset_30q_20260428-022518/transcripts/aime2025_23.txt
AIME-2026_export_explicit_problem_indices_5q_20260427-200856,aime2025_24,24,669,669,True,closed_out_simple_answer_arbitration,true,1,12,332.2487,331.6622,128769,peer_aligned_waiting_athena,Athena does not yet have an exact integer candidate.,669,99,669,99,669,99,19634,42691,66444,N:\Research\colab_outputs\AIME-2026_export_explicit_problem_indices_5q_20260427-200856\result_payloads\aime2025_24.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_explicit_problem_indices_5q_20260427-200856/transcripts/aime2025_24.txt
AIME-2026_export_full_dataset_30q_20260428-022518,aime2025_24,24,558,669,False,closed_out_simple_answer_arbitration,true,1,12,299.5798,298.9849,123632,confidence_aligned,,558,95,558,100,558,100,15841,43244,64547,N:\Research\colab_outputs\AIME-2026_export_full_dataset_30q_20260428-022518\result_payloads\aime2025_24.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_full_dataset_30q_20260428-022518/transcripts/aime2025_24.txt
AIME-2026_export_explicit_problem_indices_5q_20260427-200856,aime2025_25,25,850,850,True,closed_out_simple_answer_arbitration,true,1,12,333.6053,332.9948,128303,answer_aligned_waiting_confidence,All three models have not yet supplied confidence strictly above 85.,850,100,850,100,850,100,20989,41800,65514,N:\Research\colab_outputs\AIME-2026_export_explicit_problem_indices_5q_20260427-200856\result_payloads\aime2025_25.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_explicit_problem_indices_5q_20260427-200856/transcripts/aime2025_25.txt
AIME-2026_export_full_dataset_30q_20260428-022518,aime2025_25,25,850,850,True,closed_out_simple_answer_arbitration,true,1,12,341.2058,340.5967,125317,answer_aligned_waiting_confidence,All three models have not yet supplied confidence strictly above 85.,850,95,850,100,850,92,24753,41005,59559,N:\Research\colab_outputs\AIME-2026_export_full_dataset_30q_20260428-022518\result_payloads\aime2025_25.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_full_dataset_30q_20260428-022518/transcripts/aime2025_25.txt
AIME-2026_export_explicit_problem_indices_5q_20260427-204437,aime2025_26,26,132,132,True,closed_out_simple_answer_arbitration,true,1,12,415.7565,415.0906,150118,peer_aligned_waiting_athena,Athena does not yet have an exact integer candidate.,132,95,132,95,132,92,20776,49170,80172,N:\Research\colab_outputs\AIME-2026_export_explicit_problem_indices_5q_20260427-204437\result_payloads\aime2025_26.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_explicit_problem_indices_5q_20260427-204437/transcripts/aime2025_26.txt
AIME-2026_export_full_dataset_30q_20260428-022518,aime2025_26,26,132,132,True,closed_out_simple_answer_arbitration,true,1,12,483.8578,483.1401,148839,answer_aligned_waiting_confidence,All three models have not yet supplied confidence strictly above 85.,132,95,132,95,132,0,31600,47173,70066,N:\Research\colab_outputs\AIME-2026_export_full_dataset_30q_20260428-022518\result_payloads\aime2025_26.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_full_dataset_30q_20260428-022518/transcripts/aime2025_26.txt
AIME-2026_export_explicit_problem_indices_3q_20260429-032853,aime2025_27,27,223,223,True,closed_out_simple_answer_arbitration,true,1,12,1254.8919,1238.3137,2258286,disagreement_open,Aria and Artemis final reports are not yet distinct enough to count as independent proof-vs-audit validation. | Aria and Artemis do not yet agree on the same exact integer answer.,223,95,none,0,none,0,458133,572162,1227991,N:\Research\colab_outputs\AIME-2026_export_explicit_problem_indices_3q_20260429-032853\result_payloads\aime2025_27.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_explicit_problem_indices_3q_20260429-032853/transcripts/aime2025_27.txt
AIME-2026_export_explicit_problem_indices_5q_20260427-204437,aime2025_27,27,67,223,False,closed_out_simple_answer_arbitration,true,1,12,448.917,448.2508,142291,insufficient_peer_validation,Artemis report missing header lines: hard_blocker_language. | Artemis report contains hard blocker language: not fully. | Athena does not yet have an exact integer candidate.,67,95,none,0,none,0,27255,43974,71062,N:\Research\colab_outputs\AIME-2026_export_explicit_problem_indices_5q_20260427-204437\result_payloads\aime2025_27.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_explicit_problem_indices_5q_20260427-204437/transcripts/aime2025_27.txt
AIME-2026_export_full_dataset_30q_20260428-022518,aime2025_27,27,223,223,True,closed_out_simple_answer_arbitration,true,1,12,554.0758,553.2569,178898,peer_aligned_waiting_athena,Athena does not yet have an exact integer candidate.,223,100,223,98,223,100,32731,52311,93856,N:\Research\colab_outputs\AIME-2026_export_full_dataset_30q_20260428-022518\result_payloads\aime2025_27.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_full_dataset_30q_20260428-022518/transcripts/aime2025_27.txt
AIME-2026_export_explicit_problem_indices_5q_20260427-204437,aime2025_28,28,107,107,True,closed_out_simple_answer_arbitration,true,1,12,407.9371,407.2458,145529,peer_aligned_waiting_athena,Athena does not yet have an exact integer candidate.,107,100,107,90,107,100,20880,53493,71156,N:\Research\colab_outputs\AIME-2026_export_explicit_problem_indices_5q_20260427-204437\result_payloads\aime2025_28.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_explicit_problem_indices_5q_20260427-204437/transcripts/aime2025_28.txt
AIME-2026_export_full_dataset_30q_20260428-022518,aime2025_28,28,12,107,False,closed_out_simple_answer_arbitration,true,1,12,391.0469,390.3974,116594,disagreement_open,Aria and Artemis final reports are not yet distinct enough to count as independent proof-vs-audit validation. | Athena does not yet have an exact integer candidate.,12,100,none,0,12,100,32662,42292,41640,N:\Research\colab_outputs\AIME-2026_export_full_dataset_30q_20260428-022518\result_payloads\aime2025_28.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_full_dataset_30q_20260428-022518/transcripts/aime2025_28.txt
AIME-2026_export_explicit_problem_indices_5q_20260427-204437,aime2025_29,29,8,157,False,closed_out_simple_answer_arbitration,true,1,12,364.4512,363.8081,128377,disagreement_open,Aria and Artemis final reports are not yet distinct enough to count as independent proof-vs-audit validation. | Athena does not yet have an exact integer candidate.,8,100,none,0,8,98,20655,38407,69315,N:\Research\colab_outputs\AIME-2026_export_explicit_problem_indices_5q_20260427-204437\result_payloads\aime2025_29.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_explicit_problem_indices_5q_20260427-204437/transcripts/aime2025_29.txt
AIME-2026_export_full_dataset_30q_20260428-022518,aime2025_29,29,5,157,False,closed_out_simple_answer_arbitration,true,1,12,532.2325,531.4045,166739,peer_aligned_waiting_athena,Athena does not yet have an exact integer candidate.,5,95,5,95,5,95,27101,54773,84865,N:\Research\colab_outputs\AIME-2026_export_full_dataset_30q_20260428-022518\result_payloads\aime2025_29.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_full_dataset_30q_20260428-022518/transcripts/aime2025_29.txt
AIME-2026_export_explicit_problem_indices_5q_20260427-204437,aime2025_30,30,70,393,False,closed_out_simple_answer_arbitration,true,1,12,412.6145,411.9344,143894,disagreement_open,Aria and Artemis final reports are not yet distinct enough to count as independent proof-vs-audit validation. | Athena does not yet have an exact integer candidate.,70,95,none,0,70,95,19834,50149,73911,N:\Research\colab_outputs\AIME-2026_export_explicit_problem_indices_5q_20260427-204437\result_payloads\aime2025_30.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_explicit_problem_indices_5q_20260427-204437/transcripts/aime2025_30.txt
AIME-2026_export_full_dataset_30q_20260428-022518,aime2025_30,30,364,393,False,closed_out_simple_answer_arbitration,true,1,12,527.6847,526.8865,168932,disagreement_open,Aria and Artemis final reports are not yet distinct enough to count as independent proof-vs-audit validation. | Athena does not yet have an exact integer candidate.,364,95,none,0,none,0,24895,54127,89910,N:\Research\colab_outputs\AIME-2026_export_full_dataset_30q_20260428-022518\result_payloads\aime2025_30.json,/content/drive/MyDrive/AthenaV5_colab/outputs/AIME-2026_export_full_dataset_30q_20260428-022518/transcripts/aime2025_30.txt
